CIFNumber,Customer Name,Customer-since,DateofBirth,Gender,City,Existingloans-to-income-ratio,Creditscore,Monthly-Income,Profession,Loan-productname,Date-loan-given,Loan-Tenor-in-months,NO of Months From Loan Date, LoanAmount , InterestRate , EquatedMonthlyInstalment , NumberofInstalmentsPaid , Numberofinstalments-paid-byDue-date , Numberofinstalments-paid afterDuedate , NumberofInstalments-NotPaidasoftoday , PrincipalAmountOutstanding , InterestAmountOutstandingas of today ,Numberofcallsmade,Response, Lessthan30daysoutstandingprincipalplusinterest , 30ormorebutlessthan60daysoutstandingprincipalplusinterest , 60ormorebutlessthan90daysoutstandingprincipalplusinterest , 90ormorebutlessthan 180daysoutstandingprincipalplusinterest , 180daysormoreoutstandingprincipalplusinterest ,Interestaccrualstopdate,FB Field 1,FB Field 2,FB Field 3,Twitter Field 1,Twitter Field 2,LInkedIn 1,LinkedIn2
1313001747,Tathagata Bera,7/31/2001,8/19/1995,Male,Nagpur,12,783,25k to 40k,Private Sector Employee,Personal Loan,7/20/2014,18,15," 85,950.00 ", 12.50 ," (5,261.39)", 13.00 , 7.00 , 6.00 , 2.00 ," 9,550.00 "," (20,072.78)",0,N/A, -   ," (10,522.78)", -   , -   , -   ,,,,,,,,
1313001762,Sahan Sandhu,6/2/2006,1/24/1964,Male,Nagpur,5,881,upto 15000,Private Sector Employee,Auto Loan,1/23/2014,18,21," 497,770.00 ", 10.50 ," (30,009.34)", 19.00 , 3.00 , 16.00 , 2.00 ," 55,307.78 "," (115,326.45)",0,N/A, -   ," (60,018.67)", -   , -   , -   ,,,,,,,,
1313001762,Sahan Sandhu,6/2/2006,1/24/1964,Male,Nagpur,3,666,upto 15000,Private Sector Employee,Personal Loan,7/23/2014,24,15," 118,977.00 ", 12.50 ," (5,628.48)", 15.00 , 11.00 , 4.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1313001777,Gyan Gokhale,12/7/2005,5/3/1984,Male,Nagpur,11,620,60k to 100k,Private Sector Employee,Home Loan,3/21/2015,30,7," 568,785.00 ", 11.50 ," (21,905.43)", 4.00 , 4.00 , -   , 3.00 ," 56,878.50 "," (122,594.78)",0,N/A, -   , -   ," (65,716.28)", -   , -   ,,,,,,,,
1313001777,Gyan Gokhale,12/7/2005,5/3/1984,Male,Nagpur,9,715,60k to 100k,Private Sector Employee,Personal Loan,3/4/2015,24,7," 111,340.00 ", 12.50 ," (5,267.20)", 6.00 , 2.00 , 4.00 , 1.00 ," 4,639.17 "," (9,906.36)",0,N/A," (5,267.20)", -   , -   , -   , -   ,,,,,,,,
1313001792,Sandeep Shere,1/26/2012,6/17/1972,Female,Nagpur,11,771,60k to 100k,Private Sector Employee,Home Loan,12/2/2014,24,10," 590,130.00 ", 11.50 ," (27,641.88)", 8.00 , 1.00 , 7.00 , 2.00 ," 49,177.50 "," (104,461.25)",0,N/A, -   ," (55,283.75)", -   , -   , -   ,,,,,,,,
1313001792,Sandeep Shere,1/26/2012,6/17/1972,Female,Nagpur,6,753,60k to 100k,Private Sector Employee,Personal Loan,1/15/2014,36,21," 76,067.00 ", 12.50 ," (2,544.72)", 18.00 , 18.00 , -   , 3.00 ," 6,338.92 "," (13,973.07)",0,N/A, -   , -   ," (7,634.15)", -   , -   ,,,,,,,,
1313001807,Brahman Chacko,6/19/2007,1/1/1978,Male,Nagpur,15,852,25k to 40k,Private Sector Employee,Auto Loan,3/7/2015,36,7," 383,971.00 ", 10.50 ," (12,480.00)", 6.00 , 6.00 , -   , 1.00 ," 10,665.86 "," (23,145.86)",0,N/A," (12,480.00)", -   , -   , -   , -   ,,,,,,,,
1313001807,Brahman Chacko,6/19/2007,1/1/1978,Male,Nagpur,12,826,25k to 40k,Private Sector Employee,Personal Loan,4/6/2014,30,18," 132,926.00 ", 12.50 ," (5,182.04)", 18.00 , 15.00 , 3.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1313001822,Dinesh Kaskar,11/29/2006,10/6/1967,Male,Nagpur,4,804,100k to 200k,Bussiness Owner,Auto Loan,2/13/2014,18,20," 329,143.00 ", 10.50 ," (19,843.23)", 20.00 , 14.00 , 6.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1313001822,Dinesh Kaskar,11/29/2006,10/6/1967,Male,Nagpur,9,523,100k to 200k,Bussiness Owner,Personal Loan,1/27/2014,24,21," 137,333.00 ", 12.50 ," (6,496.85)", 18.00 , -   , 18.00 , 3.00 ," 17,166.63 "," (36,657.19)",0,N/A, -   , -   ," (19,490.56)", -   , -   ,,,,,,,,
1313001837,Vishal Peri,1/9/2001,1/23/1968,Male,Nagpur,9,676,15k to 25k,Small Bussiness Owner,Home Loan,7/9/2014,36,15," 676,097.00 ", 11.50 ," (22,294.98)", 14.00 , 4.00 , 10.00 , 1.00 ," 18,780.47 "," (41,075.45)",0,N/A," (22,294.98)", -   , -   , -   , -   ,,,,,,,,
1313001837,Vishal Peri,1/9/2001,1/23/1968,Male,Nagpur,9,875,15k to 25k,Small Bussiness Owner,Personal Loan,2/13/2015,30,8," 105,311.00 ", 12.50 ," (4,105.49)", 5.00 , 4.00 , 1.00 , 3.00 ," 10,531.10 "," (22,847.56)",0,N/A, -   , -   ," (12,316.46)", -   , -   ,,,,,,,,
1313001852,Shaka Ramson,8/4/2001,10/7/1994,Female,Nagpur,3,513,40k to 60k,Public Sector Employee,Auto Loan,7/4/2013,24,27," 451,686.00 ", 10.50 ," (20,947.41)", 25.00 , 17.00 , 8.00 , 2.00 ," 37,640.50 "," (79,535.32)",0,N/A, -   ," (41,894.82)", -   , -   , -   ,,,,,,,,
1313001852,Shaka Ramson,8/4/2001,10/7/1994,Female,Nagpur,12,795,40k to 60k,Public Sector Employee,Personal Loan,7/12/2015,30,3," 111,263.00 ", 12.50 ," (4,337.52)", 2.00 , -   , 2.00 , 1.00 ," 3,708.77 "," (8,046.29)",0,N/A," (4,337.52)", -   , -   , -   , -   ,,,,,,,,
1313001867,Bodhi Dhaduk,7/25/2004,5/24/1982,Male,Nagpur,3,626,25k to 40k,Private Sector Employee,Home Loan,6/24/2015,30,4," 542,674.00 ", 11.50 ," (20,899.82)", 4.00 , 3.00 , 1.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1313001867,Bodhi Dhaduk,7/25/2004,5/24/1982,Male,Nagpur,6,515,25k to 40k,Private Sector Employee,Personal Loan,11/17/2014,30,11," 53,707.00 ", 12.50 ," (2,093.74)", 9.00 , 6.00 , 3.00 , 2.00 ," 3,580.47 "," (7,767.94)",0,N/A, -   ," (4,187.47)", -   , -   , -   ,,,,,,,,
1313001882,Bodhi Rajan,10/7/2005,12/14/1958,Male,Nagpur,2,750,100k to 200k,Bussiness Owner,Auto Loan,4/10/2015,36,6," 270,710.00 ", 10.50 ," (8,798.74)", 5.00 , 2.00 , 3.00 , 1.00 ," 7,519.72 "," (16,318.46)",0,N/A," (8,798.74)", -   , -   , -   , -   ,,,,,,,,
1313001882,Bodhi Rajan,10/7/2005,12/14/1958,Male,Nagpur,1,500,100k to 200k,Bussiness Owner,Personal Loan,3/7/2014,36,19," 82,354.00 ", 12.50 ," (2,755.04)", 17.00 , 15.00 , 2.00 , 2.00 ," 4,575.22 "," (10,085.30)",0,N/A, -   ," (5,510.08)", -   , -   , -   ,,,,,,,,
1313001897,Gyan Pradhan,4/15/2010,8/12/1996,Male,Nagpur,15,832,25k to 40k,Private Sector Employee,Auto Loan,10/12/2013,30,24," 267,642.00 ", 10.50 ," (10,182.26)", 21.00 , 2.00 , 19.00 , 3.00 ," 26,764.20 "," (57,310.97)",0,N/A, -   , -   ," (30,546.77)", -   , -   ,,,,,,,,
1313001897,Gyan Pradhan,4/15/2010,8/12/1996,Male,Nagpur,0,900,25k to 40k,Private Sector Employee,Personal Loan,12/7/2013,30,22," 185,984.00 ", 12.50 ," (7,250.48)", 22.00 , 2.00 , 20.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1313001912,Josha Kadakia,9/2/2011,3/27/1989,Female,Nagpur,13,829,25k to 40k,Private Sector Employee,Auto Loan,5/7/2013,30,29," 283,136.00 ", 10.50 ," (10,771.71)", 27.00 , 26.00 , 1.00 , 2.00 ," 18,875.73 "," (40,419.16)",0,N/A, -   ," (21,543.43)", -   , -   , -   ,,,,,,,,
1313001912,Josha Kadakia,9/2/2011,3/27/1989,Female,Nagpur,11,549,25k to 40k,Private Sector Employee,Personal Loan,5/22/2014,36,17," 125,483.00 ", 12.50 ," (4,197.86)", 15.00 , 8.00 , 7.00 , 2.00 ," 6,971.28 "," (15,367.00)",0,N/A, -   ," (8,395.72)", -   , -   , -   ,,,,,,,,
1313001927,Pavit Shirke,11/21/2003,4/29/1972,Male,Nagpur,0,900,40k to 60k,Public Sector Employee,Home Loan,10/1/2013,36,24," 544,077.00 ", 11.50 ," (17,941.49)", 22.00 , 6.00 , 16.00 , 2.00 ," 30,226.50 "," (66,109.47)",0,N/A, -   ," (35,882.97)", -   , -   , -   ,,,,,,,,
1313001927,Pavit Shirke,11/21/2003,4/29/1972,Male,Nagpur,8,535,40k to 60k,Public Sector Employee,Personal Loan,7/14/2013,18,27," 69,658.00 ", 12.50 ," (4,264.08)", 24.00 , 4.00 , 20.00 , 3.00 ," 11,609.67 "," (24,401.92)",0,N/A, -   , -   ," (12,792.25)", -   , -   ,,,,,,,,
1313001942,Manu Maharaj,11/21/2010,7/9/1995,Male,Nagpur,5,560,upto 15000,Private Sector Employee,Auto Loan,4/18/2013,30,30," 341,857.00 ", 10.50 ," (13,005.71)", 29.00 , 17.00 , 12.00 , 1.00 ," 11,395.23 "," (24,400.95)",0,N/A," (13,005.71)", -   , -   , -   , -   ,,,,,,,,
1313001942,Manu Maharaj,11/21/2010,7/9/1995,Male,Nagpur,2,878,upto 15000,Private Sector Employee,Personal Loan,3/23/2013,30,31," 99,684.00 ", 12.50 ," (3,886.12)", 29.00 , 26.00 , 3.00 , 2.00 ," 6,645.60 "," (14,417.84)",0,N/A, -   ," (7,772.24)", -   , -   , -   ,,,,,,,,
1313001957,Sandeep Morar,8/24/2011,5/12/1980,Male,Nagpur,1,623,100k to 200k,Bussiness Owner,Auto Loan,11/26/2013,18,23," 252,808.00 ", 10.50 ," (15,241.18)", 21.00 , 18.00 , 3.00 , 2.00 ," 28,089.78 "," (58,572.13)",0,N/A, -   ," (30,482.35)", -   , -   , -   ,,,,,,,,
1313001957,Sandeep Morar,8/24/2011,5/12/1980,Male,Nagpur,8,716,100k to 200k,Bussiness Owner,Personal Loan,8/4/2014,30,14," 150,989.00 ", 12.50 ," (5,886.22)", 12.00 , 12.00 , -   , 2.00 ," 10,065.93 "," (21,838.37)",0,N/A, -   ," (11,772.43)", -   , -   , -   ,,,,,,,,
1313001972,Sachi Rau,6/11/2003,10/17/1969,Female,Nagpur,13,671,60k to 100k,Private Sector Employee,Auto Loan,10/8/2014,24,12," 374,774.00 ", 10.50 ," (17,380.53)", 9.00 , 2.00 , 7.00 , 3.00 ," 46,846.75 "," (98,988.35)",0,N/A, -   , -   ," (52,141.60)", -   , -   ,,,,,,,,
1313001972,Sachi Rau,6/11/2003,10/17/1969,Female,Nagpur,13,811,60k to 100k,Private Sector Employee,Personal Loan,7/5/2014,24,15," 169,569.00 ", 12.50 ," (8,021.85)", 13.00 , 11.00 , 2.00 , 2.00 ," 14,130.75 "," (30,174.46)",0,N/A, -   ," (16,043.71)", -   , -   , -   ,,,,,,,,
1313001987,Guffud Narula,1/6/2007,1/24/1957,Male,Nagpur,12,809,100k to 200k,Bussiness Owner,Auto Loan,5/31/2013,30,29," 455,157.00 ", 10.50 ," (17,316.13)", 28.00 , 3.00 , 25.00 , 1.00 ," 15,171.90 "," (32,488.03)",0,N/A," (17,316.13)", -   , -   , -   , -   ,,,,,,,,
1313001987,Guffud Narula,1/6/2007,1/24/1957,Male,Nagpur,18,595,100k to 200k,Bussiness Owner,Personal Loan,1/25/2013,18,33," 63,280.00 ", 12.50 ," (3,873.66)", 30.00 , 24.00 , 6.00 , 3.00 ," 10,546.67 "," (22,167.64)",0,N/A, -   , -   ," (11,620.97)", -   , -   ,,,,,,,,
1313002002,Imaran Saini,4/19/2005,12/1/1992,Male,Nagpur,8,801,15k to 25k,Small Bussiness Owner,Auto Loan,8/30/2014,24,14," 294,085.00 ", 10.50 ," (13,638.50)", 14.00 , 6.00 , 8.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1313002002,Imaran Saini,4/19/2005,12/1/1992,Male,Nagpur,11,636,15k to 25k,Small Bussiness Owner,Personal Loan,3/29/2015,36,7," 106,860.00 ", 12.50 ," (3,574.85)", 6.00 , 5.00 , 1.00 , 1.00 ," 2,968.33 "," (6,543.19)",0,N/A," (3,574.85)", -   , -   , -   , -   ,,,,,,,,
1313002017,Sahir Poddar,11/1/2009,7/20/1960,Male,Nagpur,20,575,25k to 40k,Private Sector Employee,Home Loan,1/8/2014,18,21," 625,517.00 ", 11.50 ," (38,000.18)", 19.00 , 6.00 , 13.00 , 2.00 ," 69,501.89 "," (145,502.25)",0,N/A, -   ," (76,000.37)", -   , -   , -   ,,,,,,,,
1313002017,Sahir Poddar,11/1/2009,7/20/1960,Male,Nagpur,19,691,25k to 40k,Private Sector Employee,Personal Loan,4/21/2014,18,18," 189,640.00 ", 12.50 ," (11,608.73)", 15.00 , 10.00 , 5.00 , 3.00 ," 31,606.67 "," (66,432.86)",0,N/A, -   , -   ," (34,826.19)", -   , -   ,,,,,,,,
1313002032,Sachi Sarin,12/26/2009,12/15/1962,Female,Nagpur,9,838,25k to 40k,Private Sector Employee,Home Loan,4/3/2014,36,18," 560,363.00 ", 11.50 ," (18,478.53)", 16.00 , 12.00 , 4.00 , 2.00 ," 31,131.28 "," (68,088.35)",0,N/A, -   ," (36,957.07)", -   , -   , -   ,,,,,,,,
1313002032,Sachi Sarin,12/26/2009,12/15/1962,Female,Nagpur,18,651,25k to 40k,Private Sector Employee,Personal Loan,6/19/2014,30,16," 198,310.00 ", 12.50 ," (7,731.00)", 16.00 , 14.00 , 2.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1313002047,Nirav Bhosale,8/31/2008,4/23/1964,Male,Nagpur,17,592,25k to 40k,Private Sector Employee,Home Loan,10/29/2014,30,12," 651,293.00 ", 11.50 ," (25,083.03)", 12.00 , 1.00 , 11.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1313002047,Nirav Bhosale,8/31/2008,4/23/1964,Male,Nagpur,18,543,25k to 40k,Private Sector Employee,Personal Loan,2/22/2014,24,20," 156,814.00 ", 12.50 ," (7,418.45)", 18.00 , 10.00 , 8.00 , 2.00 ," 13,067.83 "," (27,904.73)",0,N/A, -   ," (14,836.90)", -   , -   , -   ,,,,,,,,
1313002062,Kumara Rege,8/8/2006,2/25/1960,Male,Nagpur,19,561,60k to 100k,Private Sector Employee,Auto Loan,7/5/2015,24,3," 448,752.00 ", 10.50 ," (20,811.34)", 1.00 , -   , 1.00 , 2.00 ," 37,396.00 "," (79,018.68)",0,N/A, -   ," (41,622.68)", -   , -   , -   ,,,,,,,,
1313002062,Kumara Rege,8/8/2006,2/25/1960,Male,Nagpur,5,814,60k to 100k,Private Sector Employee,Personal Loan,6/3/2014,18,16," 154,345.00 ", 12.50 ," (9,448.16)", 14.00 , 12.00 , 2.00 , 2.00 ," 17,149.44 "," (36,045.77)",0,N/A, -   ," (18,896.32)", -   , -   , -   ,,,,,,,,
1313002077,Darshan Dada,3/30/2008,1/13/1994,Male,Nagpur,7,775,100k to 200k,Bussiness Owner,Auto Loan,3/16/2013,30,31," 497,778.00 ", 10.50 ," (18,937.62)", 30.00 , 8.00 , 22.00 , 1.00 ," 16,592.60 "," (35,530.22)",0,N/A," (18,937.62)", -   , -   , -   , -   ,,,,,,,,
1313002077,Darshan Dada,3/30/2008,1/13/1994,Male,Nagpur,2,559,100k to 200k,Bussiness Owner,Personal Loan,9/27/2013,30,25," 125,254.00 ", 12.50 ," (4,882.95)", 25.00 , 13.00 , 12.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1313002092,Ananda Mogul,3/26/2009,9/16/1977,Female,Nagpur,4,506,upto 15000,Private Sector Employee,Auto Loan,7/13/2015,18,3," 467,995.00 ", 10.50 ," (28,214.27)", 3.00 , 2.00 , 1.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1313002092,Ananda Mogul,3/26/2009,9/16/1977,Female,Nagpur,9,790,upto 15000,Private Sector Employee,Personal Loan,1/1/2013,30,33," 153,177.00 ", 12.50 ," (5,971.51)", 31.00 , 24.00 , 7.00 , 2.00 ," 10,211.80 "," (22,154.83)",0,N/A, -   ," (11,943.03)", -   , -   , -   ,,,,,,,,
1313002107,Tathagata Venkatesh,3/12/2010,6/16/1985,Male,Nagpur,11,754,25k to 40k,Private Sector Employee,Home Loan,4/27/2015,18,6," 695,135.00 ", 11.50 ," (42,229.48)", 5.00 , 1.00 , 4.00 , 1.00 ," 38,618.61 "," (80,848.09)",0,N/A," (42,229.48)", -   , -   , -   , -   ,,,,,,,,
1313002107,Tathagata Venkatesh,3/12/2010,6/16/1985,Male,Nagpur,14,725,25k to 40k,Private Sector Employee,Personal Loan,1/6/2015,30,9," 133,195.00 ", 12.50 ," (5,192.53)", 7.00 , 3.00 , 4.00 , 2.00 ," 8,879.67 "," (19,264.72)",0,N/A, -   ," (10,385.06)", -   , -   , -   ,,,,,,,,
1313002122,Shashida Dyal,10/8/2011,6/22/1956,Male,Nagpur,13,510,upto 15000,Private Sector Employee,Auto Loan,10/24/2014,18,12," 419,468.00 ", 10.50 ," (25,288.70)", 11.00 , 1.00 , 10.00 , 1.00 ," 23,303.78 "," (48,592.48)",0,N/A," (25,288.70)", -   , -   , -   , -   ,,,,,,,,
1313002122,Shashida Dyal,10/8/2011,6/22/1956,Male,Nagpur,7,502,upto 15000,Private Sector Employee,Personal Loan,10/17/2014,24,12," 88,386.00 ", 12.50 ," (4,181.30)", 9.00 , 7.00 , 2.00 , 3.00 ," 11,048.25 "," (23,592.16)",0,N/A, -   , -   ," (12,543.91)", -   , -   ,,,,,,,,
1313002137,Raktavira Kapadia,2/26/2011,12/6/1990,Male,Nagpur,16,631,60k to 100k,Private Sector Employee,Auto Loan,2/22/2014,24,20," 287,868.00 ", 10.50 ," (13,350.18)", 19.00 , 11.00 , 8.00 , 1.00 ," 11,994.50 "," (25,344.68)",0,N/A," (13,350.18)", -   , -   , -   , -   ,,,,,,,,
1313002137,Raktavira Kapadia,2/26/2011,12/6/1990,Male,Nagpur,14,688,60k to 100k,Private Sector Employee,Personal Loan,12/3/2014,30,10," 140,993.00 ", 12.50 ," (5,496.53)", 9.00 , 6.00 , 3.00 , 1.00 ," 4,699.77 "," (10,196.30)",0,N/A," (5,496.53)", -   , -   , -   , -   ,,,,,,,,
1313002152,Markandeya Borde,9/7/2011,11/11/1984,Female,Nagpur,3,723,15k to 25k,Small Bussiness Owner,Home Loan,6/22/2013,36,28," 576,543.00 ", 11.50 ," (19,012.09)", 25.00 , 2.00 , 23.00 , 3.00 ," 48,045.25 "," (105,081.51)",0,N/A, -   , -   ," (57,036.26)", -   , -   ,,,,,,,,
1313002152,Markandeya Borde,9/7/2011,11/11/1984,Female,Nagpur,7,697,15k to 25k,Small Bussiness Owner,Personal Loan,5/30/2013,30,29," 144,206.00 ", 12.50 ," (5,621.79)", 29.00 , 16.00 , 13.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1313002167,Rudra Seth,10/27/2010,2/17/1996,Male,Nagpur,1,518,60k to 100k,Private Sector Employee,Home Loan,10/19/2014,30,12," 642,696.00 ", 11.50 ," (24,751.94)", 11.00 , 11.00 , -   , 1.00 ," 21,423.20 "," (46,175.14)",0,N/A," (24,751.94)", -   , -   , -   , -   ,,,,,,,,
1313002167,Rudra Seth,10/27/2010,2/17/1996,Male,Nagpur,18,568,60k to 100k,Private Sector Employee,Personal Loan,6/11/2014,24,16," 191,047.00 ", 12.50 ," (9,037.92)", 15.00 , 1.00 , 14.00 , 1.00 ," 7,960.29 "," (16,998.21)",0,N/A," (9,037.92)", -   , -   , -   , -   ,,,,,,,,
1313002182,Girish Nagar,12/6/2013,3/5/1991,Male,Nagpur,2,726,15k to 25k,Small Bussiness Owner,Home Loan,4/11/2014,24,18," 573,845.00 ", 11.50 ," (26,879.08)", 18.00 , 13.00 , 5.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1313002182,Girish Nagar,12/6/2013,3/5/1991,Male,Nagpur,16,742,15k to 25k,Small Bussiness Owner,Personal Loan,5/31/2014,18,17," 78,798.00 ", 12.50 ," (4,823.59)", 17.00 , 12.00 , 5.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1313002197,Panchika Sharma,5/24/2003,3/4/1986,Male,Nagpur,6,819,15k to 25k,Small Bussiness Owner,Home Loan,6/14/2014,30,16," 582,380.00 ", 11.50 ," (22,429.01)", 16.00 , 14.00 , 2.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1313002197,Panchika Sharma,5/24/2003,3/4/1986,Male,Nagpur,4,832,15k to 25k,Small Bussiness Owner,Personal Loan,5/24/2014,30,17," 141,031.00 ", 12.50 ," (5,498.01)", 14.00 , 8.00 , 6.00 , 3.00 ," 14,103.10 "," (30,597.13)",0,N/A, -   , -   ," (16,494.03)", -   , -   ,,,,,,,,
1313002212,Isha Pandey,7/23/2007,1/10/1988,Female,Nagpur,7,687,25k to 40k,Private Sector Employee,Home Loan,5/31/2014,24,17," 612,580.00 ", 11.50 ," (28,693.44)", 17.00 , 5.00 , 12.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1313002212,Isha Pandey,7/23/2007,1/10/1988,Female,Nagpur,20,859,25k to 40k,Private Sector Employee,Personal Loan,4/18/2013,24,30," 152,077.00 ", 12.50 ," (7,194.35)", 28.00 , 20.00 , 8.00 , 2.00 ," 12,673.08 "," (27,061.79)",0,N/A, -   ," (14,388.71)", -   , -   , -   ,,,,,,,,
1313002227,Shalya Varughese,4/12/2006,9/20/1979,Male,Nagpur,7,702,40k to 60k,Public Sector Employee,Home Loan,2/2/2013,36,32," 634,225.00 ", 11.50 ," (20,914.21)", 31.00 , 12.00 , 19.00 , 1.00 ," 17,617.36 "," (38,531.57)",0,N/A," (20,914.21)", -   , -   , -   , -   ,,,,,,,,
1313002227,Shalya Varughese,4/12/2006,9/20/1979,Male,Nagpur,11,823,40k to 60k,Public Sector Employee,Personal Loan,6/21/2014,36,16," 86,854.00 ", 12.50 ," (2,905.58)", 15.00 , 4.00 , 11.00 , 1.00 ," 2,412.61 "," (5,318.19)",0,N/A," (2,905.58)", -   , -   , -   , -   ,,,,,,,,
1313002242,Halim Brar,3/13/2002,8/1/1959,Male,Nagpur,14,884,upto 15000,Private Sector Employee,Auto Loan,2/12/2013,18,32," 369,705.00 ", 10.50 ," (22,288.61)", 30.00 , 5.00 , 25.00 , 2.00 ," 41,078.33 "," (85,655.55)",0,N/A, -   ," (44,577.22)", -   , -   , -   ,,,,,,,,
1313002242,Halim Brar,3/13/2002,8/1/1959,Male,Nagpur,16,627,upto 15000,Private Sector Employee,Personal Loan,1/25/2014,36,21," 183,393.00 ", 12.50 ," (6,135.16)", 19.00 , 9.00 , 10.00 , 2.00 ," 10,188.50 "," (22,458.82)",0,N/A, -   ," (12,270.32)", -   , -   , -   ,,,,,,,,
1313002257,Sunreet Cherian,1/28/2010,4/4/1958,Male,Nagpur,0,900,15k to 25k,Small Bussiness Owner,Home Loan,9/8/2013,36,25," 652,417.00 ", 11.50 ," (21,514.11)", 22.00 , 15.00 , 7.00 , 3.00 ," 54,368.08 "," (118,910.40)",0,N/A, -   , -   ," (64,542.32)", -   , -   ,,,,,,,,
1313002257,Sunreet Cherian,1/28/2010,4/4/1958,Male,Nagpur,8,634,15k to 25k,Small Bussiness Owner,Personal Loan,3/12/2015,24,7," 110,273.00 ", 12.50 ," (5,216.72)", 4.00 , 1.00 , 3.00 , 3.00 ," 13,784.13 "," (29,434.28)",0,N/A, -   , -   ," (15,650.16)", -   , -   ,,,,,,,,
1313002272,Ekadanta Philip,12/29/2010,10/14/1991,Female,Nagpur,13,672,60k to 100k,Private Sector Employee,Auto Loan,6/6/2015,36,4," 425,970.00 ", 10.50 ," (13,845.07)", 2.00 , -   , 2.00 , 2.00 ," 23,665.00 "," (51,355.13)",0,N/A, -   ," (27,690.13)", -   , -   , -   ,,,,,,,,
1313002272,Ekadanta Philip,12/29/2010,10/14/1991,Female,Nagpur,16,697,60k to 100k,Private Sector Employee,Personal Loan,3/5/2015,24,7," 89,728.00 ", 12.50 ," (4,244.79)", 7.00 , 1.00 , 6.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1313002287,Naresh Khopkar,11/12/2007,6/24/1984,Male,Nagpur,0,900,25k to 40k,Private Sector Employee,Home Loan,10/17/2013,30,24," 557,635.00 ", 11.50 ," (21,476.01)", 21.00 , 20.00 , 1.00 , 3.00 ," 55,763.50 "," (120,191.53)",0,N/A, -   , -   ," (64,428.03)", -   , -   ,,,,,,,,
1313002287,Naresh Khopkar,11/12/2007,6/24/1984,Male,Nagpur,2,545,25k to 40k,Private Sector Employee,Personal Loan,5/3/2015,30,5," 102,078.00 ", 12.50 ," (3,979.45)", 5.00 , 3.00 , 2.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1313002302,Tarun Prasad,11/2/2008,10/4/1957,Male,Nagpur,4,862,100k to 200k,Bussiness Owner,Home Loan,5/21/2014,36,17," 665,609.00 ", 11.50 ," (21,949.13)", 14.00 , 12.00 , 2.00 , 3.00 ," 55,467.42 "," (121,314.80)",0,N/A, -   , -   ," (65,847.38)", -   , -   ,,,,,,,,
1313002302,Tarun Prasad,11/2/2008,10/4/1957,Male,Nagpur,3,688,100k to 200k,Bussiness Owner,Personal Loan,10/3/2014,36,12," 122,138.00 ", 12.50 ," (4,085.96)", 12.00 , 6.00 , 6.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1313002317,Asura Bunha,5/7/2008,2/1/1974,Male,Nagpur,2,508,60k to 100k,Private Sector Employee,Auto Loan,9/10/2013,30,25," 315,660.00 ", 10.50 ," (12,009.07)", 25.00 , 4.00 , 21.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1313002317,Asura Bunha,5/7/2008,2/1/1974,Male,Nagpur,9,739,60k to 100k,Private Sector Employee,Personal Loan,9/2/2014,24,13," 198,487.00 ", 12.50 ," (9,389.89)", 11.00 , 1.00 , 10.00 , 2.00 ," 16,540.58 "," (35,320.35)",0,N/A, -   ," (18,779.77)", -   , -   , -   ,,,,,,,,
1313002332,Avatar Bahl,2/17/2010,2/5/1994,Female,Nagpur,6,720,40k to 60k,Public Sector Employee,Home Loan,3/7/2014,36,19," 665,429.00 ", 11.50 ," (21,943.19)", 19.00 , 7.00 , 12.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
1313002332,Avatar Bahl,2/17/2010,2/5/1994,Female,Nagpur,14,662,40k to 60k,Public Sector Employee,Personal Loan,5/7/2013,24,29," 141,695.00 ", 12.50 ," (6,703.21)", 29.00 , -   , 29.00 , -   , -   , -   ,0,N/A, -   , -   , -   , -   , -   ,,,,,,,,
